Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,review_length,Sentiment,Cleaned_Review
481,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,items missing in order. extremely ridiculous service from restaurant ,9,Positive,item missing order extremely ridiculous service restaurant
482,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"Totally in love with this place. The ambience is soo good and really aesthetically pleasing, service is fast and food is soo good. Pizza and corn sandwich is a must try here. Also they have beautiful outdoor sitting that is really cool. Must visit place and i recommend to all .",51,Positive,totally love place ambience soo good really aesthetically pleasing service fast food soo good pizza corn sandwich must try also beautiful outdoor sitting really cool must visit place recommend
483,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"This is my 2nd visit at jashn . And this time I had more great experience with this cafe . We love their food , ambience etc  we ordered veg grill sandwich , cold coffee, OTC Pizza, veg chowmein  and every single item was super yummy .",47,Positive,visit jashn time great experience cafe love food ambience etc ordered veg grill sandwich cold coffee otc pizza veg chowmein every single item super yummy
484,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"This place gives you heritage vibe, beautiful ambiance both indoor and outdoor. Food taste is really good and prices are surprisingly reasonable with this good ambiance. Must try hara bhara kabab and Italian Rolls.",34,Positive,place give heritage vibe beautiful ambiance indoor outdoor food taste really good price surprisingly reasonable good ambiance must try hara bhara kabab italian roll
485,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"The absolute best. Weather on Pizza or Pasta, it’s honestly delicious. Portions are huge and the staff is extremely friendly and courteous.",22,Positive,absolute best weather pizza pasta honestly delicious portion huge staff extremely friendly courteous
486,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,"Totally disappointed with the food delivered, there is no chilli in chilli garlic bread, would never order from such fraud place, they have posted fake pictures & charging wrongly ",29,Positive,totally disappointed food delivered chilli chilli garlic bread would never order fraud place posted fake picture charging wrongly
487,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,poor taste,2,Positive,poor taste
488,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"This place is budget friendly and perfect for kitty and bdy parties for students also .Food and taste was good tried white sauce pasta , pizza , shakes , mocktails and many more here my experience with food is really good. You should definitely visit once and must try their custured and brownie 😍❤️ambiance is good and they have free Disc also ",62,Positive,place budget friendly perfect kitty bdy party student also food taste good tried white sauce pasta pizza shake mocktails many experience food really good definitely visit must try custured brownie ambiance good free disc also
489,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"It’s a great experience. The ambiance is very welcoming and charming. Amazing food and service. Staff are extremely knowledgeable and make great recommendations. Must try there hakka noodles , pasta , honey chilli , brownie shake , sandwich.",38,Positive,great experience ambiance welcoming charming amazing food service staff extremely knowledgeable make great recommendation must try hakka noodle pasta honey chilli brownie shake sandwich
490,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,"amazing place😍, I totally loved this place💕,all things are superb, ambience is so beautiful , food was so so yumm❤️, services are too good , you can organise birthday and surprise parties here , highly recommended place😍✨",37,Positive,amazing place totally loved placeall thing superb ambience beautiful food yumm service good organise birthday surprise party highly recommended place
491,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,I really enjoyed the disco here they have 2 themes of disc with pre booking charge. Food is good and very friendly environment,23,Positive,really enjoyed disco theme disc pre booking charge food good friendly environment
492,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,"Just loved the place and the vibe. Perfect place to visit with your family or your work. or this could be an ideal place to work. Tried falafel platter , fries , Spanish latte , Croissant sandwich and loved them all.  This has become my go to place ",48,Positive,loved place vibe perfect place visit family work could ideal place work tried falafel platter fry spanish latte croissant sandwich loved become place
493,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,Place is nice...I ordered coffe n sandwich and crossiant...Only thing I liked was sandwich...it was really great...but coffe was just ok...I didn't like the presentation...and found the place bit overpriced as compared to the quality..quantity and presentation of the food that they serve.......,43,Positive,place nicei ordered coffe sandwich crossiantonly thing liked sandwichit really greatbut coffe oki didnt like presentationand found place bit overpriced compared qualityquantity presentation food serve
494,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,"I ordered an Irish cappuccino and instructed to add extra irish syrup but they didn't even bothered to add sugar or make it a irish one .Terrible service , worst experience ",31,Positive,ordered irish cappuccino instructed add extra irish syrup didnt even bothered add sugar make irish one terrible service worst experience
495,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,Amazing,1,Positive,amazing
496,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,They send a wrong item and refused to acknowledge their mistake,11,Negative,send wrong item refused acknowledge mistake
497,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,"Loved it ! such a warm and welcoming place to go out with family, delicious food with decent pricing. The staff is extremely sweet. Would definitely recommend",27,Negative,loved warm welcoming place family delicious food decent pricing staff extremely sweet would definitely recommend
498,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,good one,2,Negative,good one
499,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,tast is very bad ,4,Positive,tast bad
500,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,With pasta not provided 2 pieces of bread,8,Positive,pasta provided piece bread
501,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,The place is quite and peaceful not much crowded and the food is quite decent and good . Prices are reasonable tooo.,22,Positive,place quite peaceful much crowded food quite decent good price reasonable tooo
502,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,"Amazing food, ambience and great staff",6,Positive,amazing food ambience great staff
503,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,extremely disappointed with service of Zomato. have already share pics,10,Positive,extremely disappointed service zomato already share pic
504,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,"ordered Veg chowmein...was really good and portion size was more than sufficient so one extra star for that🤩 Tastewise - it was good,not too many sauces but felt it can be made a little bit spicy. Otherwise, loved it, would definitely try other items 😍",45,Positive,ordered veg chowmeinwas really good portion size sufficient one extra star tastewise goodnot many sauce felt made little bit spicy otherwise loved would definitely try item
505,Just Coffee Place,,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food 🥝,3,Positive,nice food
506,Just Coffee Place,,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,amezing ❣️❣️❣️😘😘,2,Positive,amezing
507,Just Coffee Place,,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food and beverage service 🥰🥰,6,Positive,nice food beverage service
508,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,Went to Pehle Chai for a solo date and it was worth every penny. ordered strawberry shake and Maggie. ,19,Negative,went pehle chai solo date worth every penny ordered strawberry shake maggie
509,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,food and location was good but little expensive for no reason I think may be can improve prizing segment ,19,Negative,food location good little expensive reason think may improve prizing segment
510,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,I have ordered veg sandwich and ginger tea. Tea was nice but very costly for no reason. The we had veg sandwich in which veggies were not properly copped or even chopped. They just sliced them improperly. There was no taste in that at all. ,45,Negative,ordered veg sandwich ginger tea tea nice costly reason veg sandwich veggie properly copped even chopped sliced improperly taste
511,Sweet Dough By Kanha,3.5,"Bakery, Desserts, Cafe, Coffee, Beverages, Salad, Sandwich, Fast Food",500,jaipur,Belgian pastry was not fresh . it was bad experience ,10,Positive,belgian pastry fresh bad experience
512,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,"Cafe half brewI have recently visited this new place. It’s a perfect place for coffee lovers. Ambiance is good. Staff and service are nice an quick. I have tried their Vietnamese and it was really good. Also tandoori paneer pizza, sandwich and Ferraro rosher shake was good. Overall the experience was good and value for money. Must visit.",58,Positive,cafe half brewi recently visited new place perfect place coffee lover ambiance good staff service nice quick tried vietnamese really good also tandoori paneer pizza sandwich ferraro rosher shake good overall experience good value money must visit
